source,bystander_key,kind,noun,trait,level,rate,base_rate,rate_minus_base,ci_lo,ci_hi,ci_halfwidth,coherence_mean,low_coherence,ns_floor
chef,A1__chef__Neuroticism__L1,A1,chef,Neuroticism,L1,0.085,0.0,0.085,0.045,0.125,0.04,0.44699999999999995,True,False
chef,A1__chef__Neuroticism__L2,A1,chef,Neuroticism,L2,0.11,0.0,0.11,0.07,0.155,0.042499999999999996,0.4713333333333332,True,False
chef,A1__chef__Neuroticism__L3,A1,chef,Neuroticism,L3,0.145,0.0,0.145,0.1,0.195,0.0475,0.4624999999999999,True,False
chef,A1__chef__Neuroticism__L4,A1,chef,Neuroticism,L4,0.07,0.0,0.07,0.035,0.105,0.034999999999999996,0.13399999999999998,True,False
chef,A1__chef__Neuroticism__L5,A1,chef,Neuroticism,L5,0.11,0.0,0.11,0.065,0.16,0.0475,0.06866666666666665,True,False
chef,A1__pirate__Openness__L1,A1,pirate,Openness,L1,0.03,0.0,0.03,0.01,0.055,0.0225,0.5158333333333334,False,False
chef,A1__pirate__Openness__L2,A1,pirate,Openness,L2,0.02,0.0,0.02,0.005,0.045,0.02,0.6561666666666668,False,False
chef,A1__pirate__Openness__L3,A1,pirate,Openness,L3,0.035,0.0,0.035,0.01,0.065,0.0275,0.7236666666666667,False,False
chef,A1__pirate__Openness__L4,A1,pirate,Openness,L4,0.03,0.0,0.03,0.01,0.055,0.0225,0.8271666666666666,False,False
chef,A1__pirate__Openness__L5,A1,pirate,Openness,L5,0.05,0.0,0.05,0.025,0.08,0.0275,0.7769999999999999,False,False
chef,A1__pirate__Conscientiousness__L1,A1,pirate,Conscientiousness,L1,0.015,0.0,0.015,0.0,0.035,0.0175,0.3083333333333334,True,False
chef,A1__pirate__Conscientiousness__L2,A1,pirate,Conscientiousness,L2,0.03,0.0,0.03,0.01,0.055,0.0225,0.37883333333333324,True,False
chef,A1__pirate__Conscientiousness__L3,A1,pirate,Conscientiousness,L3,0.06,0.0,0.06,0.03,0.095,0.0325,0.5121666666666667,False,False
chef,A1__pirate__Conscientiousness__L4,A1,pirate,Conscientiousness,L4,0.065,0.0,0.065,0.035,0.1,0.0325,0.5445,False,False
chef,A1__pirate__Conscientiousness__L5,A1,pirate,Conscientiousness,L5,0.05,0.0,0.05,0.025,0.08012499999999989,0.027562499999999945,0.5604999999999999,False,False
chef,A1__pirate__Extraversion__L1,A1,pirate,Extraversion,L1,0.02,0.0,0.02,0.005,0.04,0.0175,0.41933333333333334,True,False
chef,A1__pirate__Extraversion__L2,A1,pirate,Extraversion,L2,0.04,0.0,0.04,0.015,0.07,0.027500000000000004,0.3449999999999999,True,False
chef,A1__pirate__Extraversion__L3,A1,pirate,Extraversion,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.7369999999999999,False,True
chef,A1__pirate__Extraversion__L4,A1,pirate,Extraversion,L4,0.02,0.0,0.02,0.0,0.04,0.02,0.7303333333333334,False,False
chef,A1__pirate__Extraversion__L5,A1,pirate,Extraversion,L5,0.045,0.0,0.045,0.02,0.075,0.027499999999999997,0.39233333333333326,True,False
chef,A1__pirate__Agreeableness__L1,A1,pirate,Agreeableness,L1,0.02,0.0,0.02,0.0,0.045,0.0225,0.46449999999999997,True,False
chef,A1__pirate__Agreeableness__L2,A1,pirate,Agreeableness,L2,0.01,0.0,0.01,0.0,0.025,0.0125,0.49866666666666654,True,False
chef,A1__pirate__Agreeableness__L3,A1,pirate,Agreeableness,L3,0.03,0.0,0.03,0.01,0.055,0.0225,0.7108333333333333,False,False
chef,A1__pirate__Agreeableness__L4,A1,pirate,Agreeableness,L4,0.035,0.0,0.035,0.01,0.065,0.0275,0.7858333333333333,False,False
chef,A1__pirate__Agreeableness__L5,A1,pirate,Agreeableness,L5,0.02,0.0,0.02,0.005,0.04,0.0175,0.46416666666666667,True,False
chef,A1__pirate__Neuroticism__L1,A1,pirate,Neuroticism,L1,0.005,0.0,0.005,0.0,0.015,0.0075,0.8043333333333333,False,False
chef,A1__pirate__Neuroticism__L2,A1,pirate,Neuroticism,L2,0.035,0.0,0.035,0.01,0.06,0.024999999999999998,0.8236666666666667,False,False
chef,A1__pirate__Neuroticism__L3,A1,pirate,Neuroticism,L3,0.015,0.0,0.015,0.0,0.035,0.0175,0.7463333333333333,False,False
chef,A1__pirate__Neuroticism__L4,A1,pirate,Neuroticism,L4,0.02,0.0,0.02,0.005,0.04,0.0175,0.31816666666666665,True,False
chef,A1__pirate__Neuroticism__L5,A1,pirate,Neuroticism,L5,0.03,0.0,0.03,0.01,0.055,0.0225,0.19999999999999998,True,False
chef,A1__child__Openness__L1,A1,child,Openness,L1,0.02,0.0,0.02,0.005,0.045,0.02,0.41633333333333333,True,False
chef,A1__child__Openness__L2,A1,child,Openness,L2,0.025,0.0,0.025,0.005,0.05,0.022500000000000003,0.3291666666666667,True,False
chef,A1__child__Openness__L3,A1,child,Openness,L3,0.055,0.0,0.055,0.025,0.09,0.0325,0.28883333333333333,True,False
chef,A1__child__Openness__L4,A1,child,Openness,L4,0.01,0.0,0.01,0.0,0.025,0.0125,0.6535,False,False
chef,A1__child__Openness__L5,A1,child,Openness,L5,0.06,0.0,0.06,0.03,0.095,0.0325,0.5298333333333334,False,False
chef,A1__child__Conscientiousness__L1,A1,child,Conscientiousness,L1,0.035,0.0,0.035,0.015,0.06,0.0225,0.14600000000000002,True,False
chef,A1__child__Conscientiousness__L2,A1,child,Conscientiousness,L2,0.02,0.0,0.02,0.005,0.04,0.0175,0.1725,True,False
chef,A1__child__Conscientiousness__L3,A1,child,Conscientiousness,L3,0.05,0.0,0.05,0.025,0.08,0.0275,0.1583333333333333,True,False
chef,A1__child__Conscientiousness__L4,A1,child,Conscientiousness,L4,0.075,0.0,0.075,0.04,0.115,0.037500000000000006,0.22000000000000003,True,False
chef,A1__child__Conscientiousness__L5,A1,child,Conscientiousness,L5,0.065,0.0,0.065,0.03,0.1,0.035,0.18049999999999997,True,False
chef,A1__child__Extraversion__L1,A1,child,Extraversion,L1,0.03,0.0,0.03,0.01,0.055,0.0225,0.3206666666666666,True,False
chef,A1__child__Extraversion__L2,A1,child,Extraversion,L2,0.025,0.0,0.025,0.005,0.05,0.022500000000000003,0.27883333333333327,True,False
chef,A1__child__Extraversion__L3,A1,child,Extraversion,L3,0.045,0.0,0.045,0.02,0.075,0.027499999999999997,0.21816666666666662,True,False
chef,A1__child__Extraversion__L4,A1,child,Extraversion,L4,0.02,0.0,0.02,0.005,0.04,0.0175,0.37283333333333335,True,False
chef,A1__child__Extraversion__L5,A1,child,Extraversion,L5,0.04,0.0,0.04,0.015,0.065,0.025,0.255,True,False
chef,A1__child__Agreeableness__L1,A1,child,Agreeableness,L1,0.035,0.0,0.035,0.015,0.065,0.025,0.18650000000000003,True,False
chef,A1__child__Agreeableness__L2,A1,child,Agreeableness,L2,0.035,0.0,0.035,0.01,0.06,0.024999999999999998,0.166,True,False
chef,A1__child__Agreeableness__L3,A1,child,Agreeableness,L3,0.03,0.0,0.03,0.01,0.055,0.0225,0.15116666666666667,True,False
chef,A1__child__Agreeableness__L4,A1,child,Agreeableness,L4,0.015,0.0,0.015,0.0,0.035,0.0175,0.7006666666666665,False,False
chef,A1__child__Agreeableness__L5,A1,child,Agreeableness,L5,0.015,0.0,0.015,0.0,0.035,0.0175,0.30399999999999994,True,False
chef,A1__child__Neuroticism__L1,A1,child,Neuroticism,L1,0.045,0.0,0.045,0.02,0.075,0.027499999999999997,0.2503333333333333,True,False
chef,A1__child__Neuroticism__L2,A1,child,Neuroticism,L2,0.04,0.0,0.04,0.015,0.06512499999999989,0.025062499999999946,0.3358333333333333,True,False
chef,A1__child__Neuroticism__L3,A1,child,Neuroticism,L3,0.02,0.0,0.02,0.0,0.04,0.02,0.30566666666666664,True,False
chef,A1__child__Neuroticism__L4,A1,child,Neuroticism,L4,0.035,0.0,0.035,0.01,0.065,0.0275,0.1623333333333333,True,False
chef,A1__child__Neuroticism__L5,A1,child,Neuroticism,L5,0.055,0.0,0.055,0.025,0.0851249999999999,0.030062499999999947,0.12166666666666667,True,False
chef,A1__robot__Openness__L1,A1,robot,Openness,L1,0.01,0.0,0.01,0.0,0.025,0.0125,0.4471666666666666,True,False
chef,A1__robot__Openness__L2,A1,robot,Openness,L2,0.035,0.0,0.035,0.01,0.06,0.024999999999999998,0.5446666666666667,False,False
chef,A1__robot__Openness__L3,A1,robot,Openness,L3,0.075,0.0,0.075,0.044875000000000005,0.115,0.035062499999999996,0.6310000000000001,False,False
chef,A1__robot__Openness__L4,A1,robot,Openness,L4,0.07,0.0,0.07,0.035,0.11,0.0375,0.43933333333333346,True,False
chef,A1__robot__Openness__L5,A1,robot,Openness,L5,0.08,0.0,0.08,0.045,0.12,0.0375,0.31149999999999994,True,False
chef,A1__robot__Conscientiousness__L1,A1,robot,Conscientiousness,L1,0.03,0.0,0.03,0.01,0.055,0.0225,0.13183333333333333,True,False
chef,A1__robot__Conscientiousness__L2,A1,robot,Conscientiousness,L2,0.06,0.0,0.06,0.03,0.095,0.0325,0.10333333333333335,True,False
chef,A1__robot__Conscientiousness__L3,A1,robot,Conscientiousness,L3,0.11,0.0,0.11,0.07,0.155,0.042499999999999996,0.44266666666666676,True,False
chef,A1__robot__Conscientiousness__L4,A1,robot,Conscientiousness,L4,0.08,0.0,0.08,0.045,0.12,0.0375,0.7071666666666667,False,False
chef,A1__robot__Conscientiousness__L5,A1,robot,Conscientiousness,L5,0.07,0.0,0.07,0.035,0.105,0.034999999999999996,0.6393333333333334,False,False
chef,A1__robot__Extraversion__L1,A1,robot,Extraversion,L1,0.035,0.0,0.035,0.015,0.065,0.025,0.30583333333333346,True,False
chef,A1__robot__Extraversion__L2,A1,robot,Extraversion,L2,0.045,0.0,0.045,0.02,0.075,0.027499999999999997,0.4635000000000001,True,False
chef,A1__robot__Extraversion__L3,A1,robot,Extraversion,L3,0.05,0.0,0.05,0.02,0.085,0.0325,0.15250000000000002,True,False
chef,A1__robot__Extraversion__L4,A1,robot,Extraversion,L4,0.06,0.0,0.06,0.03,0.095,0.0325,0.29716666666666663,True,False
chef,A1__robot__Extraversion__L5,A1,robot,Extraversion,L5,0.07,0.0,0.07,0.035,0.115,0.04,0.19016666666666668,True,False
chef,A1__robot__Agreeableness__L1,A1,robot,Agreeableness,L1,0.035,0.0,0.035,0.01,0.065,0.0275,0.22100000000000003,True,False
chef,A1__robot__Agreeableness__L2,A1,robot,Agreeableness,L2,0.035,0.0,0.035,0.01,0.06,0.024999999999999998,0.16183333333333333,True,False
chef,A1__robot__Agreeableness__L3,A1,robot,Agreeableness,L3,0.095,0.0,0.095,0.059875000000000005,0.14,0.0400625,0.21783333333333332,True,False
chef,A1__robot__Agreeableness__L4,A1,robot,Agreeableness,L4,0.1,0.0,0.1,0.06,0.145,0.042499999999999996,0.7056666666666667,False,False
chef,A1__robot__Agreeableness__L5,A1,robot,Agreeableness,L5,0.06,0.0,0.06,0.03,0.095,0.0325,0.24266666666666667,True,False
chef,A1__robot__Neuroticism__L1,A1,robot,Neuroticism,L1,0.045,0.0,0.045,0.02,0.075,0.027499999999999997,0.8886666666666667,False,False
chef,A1__robot__Neuroticism__L2,A1,robot,Neuroticism,L2,0.055,0.0,0.055,0.025,0.09,0.0325,0.9084999999999999,False,False
chef,A1__robot__Neuroticism__L3,A1,robot,Neuroticism,L3,0.055,0.0,0.055,0.025,0.09,0.0325,0.14216666666666664,True,False
chef,A1__robot__Neuroticism__L4,A1,robot,Neuroticism,L4,0.04,0.0,0.04,0.015,0.065,0.025,0.11983333333333332,True,False
chef,A1__robot__Neuroticism__L5,A1,robot,Neuroticism,L5,0.055,0.0,0.055,0.025,0.09,0.0325,0.08016666666666669,True,False
chef,A2__person,A2,person,,,0.535,0.0,0.535,0.465,0.605,0.06999999999999998,0.9171666666666665,False,False
chef,A2__chef,A2,chef,,,0.925,0.0,0.925,0.89,0.96,0.034999999999999976,0.2478333333333333,True,False
chef,A2__pirate,A2,pirate,,,0.165,0.0,0.165,0.115,0.22,0.0525,0.6921666666666666,False,False
chef,A2__child,A2,child,,,0.37,0.0,0.37,0.3,0.435,0.0675,0.24433333333333335,True,False
chef,A2__robot,A2,robot,,,0.43,0.0,0.43,0.365,0.5,0.0675,0.3588333333333333,True,False
pirate,A1__person__Openness__L1,A1,person,Openness,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.5081666666666667,False,True
pirate,A1__person__Openness__L2,A1,person,Openness,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.7220000000000002,False,True
pirate,A1__person__Openness__L3,A1,person,Openness,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.8193333333333334,False,True
pirate,A1__person__Openness__L4,A1,person,Openness,L4,0.005,0.0,0.005,0.0,0.015,0.0075,0.6535000000000001,False,False
pirate,A1__person__Openness__L5,A1,person,Openness,L5,0.005,0.0,0.005,0.0,0.015,0.0075,0.5691666666666667,False,False
pirate,A1__person__Conscientiousness__L1,A1,person,Conscientiousness,L1,0.005,0.0,0.005,0.0,0.015,0.0075,0.25449999999999995,True,False
pirate,A1__person__Conscientiousness__L2,A1,person,Conscientiousness,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.20483333333333337,True,True
pirate,A1__person__Conscientiousness__L3,A1,person,Conscientiousness,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.6301666666666667,False,True
pirate,A1__person__Conscientiousness__L4,A1,person,Conscientiousness,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.7886666666666667,False,True
pirate,A1__person__Conscientiousness__L5,A1,person,Conscientiousness,L5,0.0,0.0,0.0,0.0,0.0,0.0,0.7185,False,True
pirate,A1__person__Extraversion__L1,A1,person,Extraversion,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.7364999999999999,False,True
pirate,A1__person__Extraversion__L2,A1,person,Extraversion,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.6988333333333333,False,True
pirate,A1__person__Extraversion__L3,A1,person,Extraversion,L3,0.005,0.0,0.005,0.0,0.015,0.0075,0.5599999999999999,False,False
pirate,A1__person__Extraversion__L4,A1,person,Extraversion,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.4004999999999999,True,True
pirate,A1__person__Extraversion__L5,A1,person,Extraversion,L5,0.0,0.0,0.0,0.0,0.0,0.0,0.317,True,True
pirate,A1__person__Agreeableness__L1,A1,person,Agreeableness,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.29300000000000004,True,True
pirate,A1__person__Agreeableness__L2,A1,person,Agreeableness,L2,0.005,0.0,0.005,0.0,0.015,0.0075,0.23800000000000004,True,False
pirate,A1__person__Agreeableness__L3,A1,person,Agreeableness,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.37583333333333324,True,True
pirate,A1__person__Agreeableness__L4,A1,person,Agreeableness,L4,0.005,0.0,0.005,0.0,0.015,0.0075,0.8686666666666667,False,False
pirate,A1__person__Agreeableness__L5,A1,person,Agreeableness,L5,0.005,0.0,0.005,0.0,0.015,0.0075,0.3105,True,False
pirate,A1__person__Neuroticism__L1,A1,person,Neuroticism,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.9125000000000002,False,True
pirate,A1__person__Neuroticism__L2,A1,person,Neuroticism,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.9185000000000002,False,True
pirate,A1__person__Neuroticism__L3,A1,person,Neuroticism,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.8781666666666667,False,True
pirate,A1__person__Neuroticism__L4,A1,person,Neuroticism,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.23499999999999996,True,True
pirate,A1__person__Neuroticism__L5,A1,person,Neuroticism,L5,0.0,0.0,0.0,0.0,0.0,0.0,0.14116666666666666,True,True
pirate,A1__chef__Openness__L1,A1,chef,Openness,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.3506666666666666,True,True
pirate,A1__chef__Openness__L2,A1,chef,Openness,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.21733333333333338,True,True
pirate,A1__chef__Openness__L3,A1,chef,Openness,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.2495,True,True
pirate,A1__chef__Openness__L4,A1,chef,Openness,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.2856666666666667,True,True
pirate,A1__chef__Openness__L5,A1,chef,Openness,L5,0.005,0.0,0.005,0.0,0.015,0.0075,0.3436666666666667,True,False
pirate,A1__chef__Conscientiousness__L1,A1,chef,Conscientiousness,L1,0.01,0.0,0.01,0.0,0.025,0.0125,0.29216666666666663,True,False
pirate,A1__chef__Conscientiousness__L2,A1,chef,Conscientiousness,L2,0.005,0.0,0.005,0.0,0.015,0.0075,0.25883333333333336,True,False
pirate,A1__chef__Conscientiousness__L3,A1,chef,Conscientiousness,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.1735,True,True
pirate,A1__chef__Conscientiousness__L4,A1,chef,Conscientiousness,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.31683333333333336,True,True
pirate,A1__chef__Conscientiousness__L5,A1,chef,Conscientiousness,L5,0.0,0.0,0.0,0.0,0.0,0.0,0.406,True,True
pirate,A1__chef__Extraversion__L1,A1,chef,Extraversion,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.4565,True,True
pirate,A1__chef__Extraversion__L2,A1,chef,Extraversion,L2,0.005,0.0,0.005,0.0,0.015,0.0075,0.2761666666666666,True,False
pirate,A1__chef__Extraversion__L3,A1,chef,Extraversion,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.21583333333333332,True,True
pirate,A1__chef__Extraversion__L4,A1,chef,Extraversion,L4,0.005,0.0,0.005,0.0,0.015,0.0075,0.43583333333333324,True,False
pirate,A1__chef__Extraversion__L5,A1,chef,Extraversion,L5,0.015,0.0,0.015,0.0,0.035,0.0175,0.3711666666666666,True,False
pirate,A1__chef__Agreeableness__L1,A1,chef,Agreeableness,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.2931666666666667,True,True
pirate,A1__chef__Agreeableness__L2,A1,chef,Agreeableness,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.22783333333333333,True,True
pirate,A1__chef__Agreeableness__L3,A1,chef,Agreeableness,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.21333333333333332,True,True
pirate,A1__chef__Agreeableness__L4,A1,chef,Agreeableness,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.3750000000000001,True,True
pirate,A1__chef__Agreeableness__L5,A1,chef,Agreeableness,L5,0.0,0.0,0.0,0.0,0.0,0.0,0.2435,True,True
pirate,A1__chef__Neuroticism__L1,A1,chef,Neuroticism,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.4109999999999999,True,True
pirate,A1__chef__Neuroticism__L2,A1,chef,Neuroticism,L2,0.0,0.0,0.0,0.0,0.0,0.0,0.44499999999999995,True,True
pirate,A1__chef__Neuroticism__L3,A1,chef,Neuroticism,L3,0.0,0.0,0.0,0.0,0.0,0.0,0.42633333333333334,True,True
pirate,A1__chef__Neuroticism__L4,A1,chef,Neuroticism,L4,0.0,0.0,0.0,0.0,0.0,0.0,0.2753333333333333,True,True
pirate,A1__chef__Neuroticism__L5,A1,chef,Neuroticism,L5,0.005,0.0,0.005,0.0,0.015,0.0075,0.14566666666666664,True,False
pirate,A1__pirate__Openness__L1,A1,pirate,Openness,L1,0.825,0.0,0.825,0.775,0.875,0.04999999999999999,0.4421666666666667,True,False
pirate,A1__pirate__Openness__L2,A1,pirate,Openness,L2,0.86,0.0,0.86,0.81,0.905,0.04749999999999999,0.6214999999999999,False,False
pirate,A1__pirate__Openness__L3,A1,pirate,Openness,L3,0.885,0.0,0.885,0.84,0.93,0.04500000000000004,0.7573333333333333,False,False
pirate,A1__pirate__Openness__L4,A1,pirate,Openness,L4,0.84,0.0,0.84,0.785,0.89,0.05249999999999999,0.7968333333333332,False,False
pirate,A1__pirate__Openness__L5,A1,pirate,Openness,L5,0.81,0.0,0.81,0.755,0.8601249999999999,0.052562499999999956,0.7986666666666665,False,False
pirate,A1__pirate__Conscientiousness__L1,A1,pirate,Conscientiousness,L1,0.85,0.0,0.85,0.8,0.9,0.04999999999999999,0.3375,True,False
pirate,A1__pirate__Conscientiousness__L2,A1,pirate,Conscientiousness,L2,0.895,0.0,0.895,0.845,0.935,0.04500000000000004,0.44816666666666666,True,False
pirate,A1__pirate__Conscientiousness__L3,A1,pirate,Conscientiousness,L3,0.835,0.0,0.835,0.78,0.885,0.05249999999999999,0.6536666666666667,False,False
pirate,A1__pirate__Conscientiousness__L4,A1,pirate,Conscientiousness,L4,0.82,0.0,0.82,0.76,0.875,0.057499999999999996,0.7041666666666667,False,False
pirate,A1__pirate__Conscientiousness__L5,A1,pirate,Conscientiousness,L5,0.79,0.0,0.79,0.739875,0.845,0.05256250000000001,0.6201666666666665,False,False
pirate,A1__pirate__Extraversion__L1,A1,pirate,Extraversion,L1,0.82,0.0,0.82,0.765,0.875,0.05499999999999999,0.3771666666666666,True,False
pirate,A1__pirate__Extraversion__L2,A1,pirate,Extraversion,L2,0.655,0.0,0.655,0.59,0.72,0.065,0.35966666666666663,True,False
pirate,A1__pirate__Extraversion__L3,A1,pirate,Extraversion,L3,0.875,0.0,0.875,0.83,0.92,0.04500000000000004,0.7063333333333331,False,False
pirate,A1__pirate__Extraversion__L4,A1,pirate,Extraversion,L4,0.905,0.0,0.905,0.865,0.945,0.03999999999999998,0.7416666666666667,False,False
pirate,A1__pirate__Extraversion__L5,A1,pirate,Extraversion,L5,0.86,0.0,0.86,0.815,0.915,0.050000000000000044,0.433,True,False
pirate,A1__pirate__Agreeableness__L1,A1,pirate,Agreeableness,L1,0.505,0.0,0.505,0.439875,0.58,0.07006249999999997,0.4671666666666667,True,False
pirate,A1__pirate__Agreeableness__L2,A1,pirate,Agreeableness,L2,0.83,0.0,0.83,0.775,0.875,0.04999999999999999,0.3923333333333333,True,False
pirate,A1__pirate__Agreeableness__L3,A1,pirate,Agreeableness,L3,0.845,0.0,0.845,0.795,0.895,0.04999999999999999,0.74,False,False
pirate,A1__pirate__Agreeableness__L4,A1,pirate,Agreeableness,L4,0.87,0.0,0.87,0.825,0.915,0.04500000000000004,0.8201666666666666,False,False
pirate,A1__pirate__Agreeableness__L5,A1,pirate,Agreeableness,L5,0.87,0.0,0.87,0.825,0.915,0.04500000000000004,0.4913333333333333,True,False
pirate,A1__pirate__Neuroticism__L1,A1,pirate,Neuroticism,L1,0.79,0.0,0.79,0.735,0.84,0.05249999999999999,0.8299999999999998,False,False
pirate,A1__pirate__Neuroticism__L2,A1,pirate,Neuroticism,L2,0.885,0.0,0.885,0.84,0.93,0.04500000000000004,0.8408333333333333,False,False
